TaskId,Name,Description,DifficaltyLvl,TypeId
260,nibh fusce,enim sit amet,37.93,10
261,ligula,pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum,51.28,10
262,quisque id,diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit,96.14,5
263,lorem id ligula suspendisse,nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante,32.16,10
264,dictumst maecenas,ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit,36.06,6
265,neque,vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor,77.3,4
266,duis,accumsan,17.61,3
267,quis justo maecenas rhoncus,id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci,84.92,9
268,feugiat et,venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in,81.87,5
269,eget orci vehicula condimentum,libero,54.63,2
270,magna vulputate,turpis adipiscing,92.19,2
271,eget,amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in,23.98,9
272,id justo sit amet sapien,proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean,23.04,4
273,platea,luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra,76.08,9
274,ante ipsum,nulla ultrices aliquet maecenas leo odio condimentum id,2.08,3
275,quis libero nullam sit amet,cras non velit nec,64.94,7
276,accumsan felis ut,ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam,41.97,10
277,ultrices enim lorem,faucibus orci luctus et ultrices posuere cubilia,26.62,6
278,vel,porttitor id consequat in consequat ut nulla sed accumsan,73.26,4
279,vivamus vestibulum sagittis sapien cum,tortor eu,83.03,8
280,pellentesque ultrices,imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque,82.47,2
281,proin eu mi nulla ac,in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae,35.24,8
282,in hac habitasse platea dictumst,parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient,86.96,1
283,tortor eu,ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique,17.34,10
284,eget tempus vel,orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis,93.39,5
285,ligula,phasellus id sapien,38.6,3
286,massa,natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor,87.3,7
287,amet erat nulla,ut erat curabitur gravida nisi at nibh in hac,7.11,8
288,adipiscing elit proin interdum,ipsum primis in faucibus orci luctus et ultrices,99.39,8
289,cubilia curae mauris viverra diam,erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus,37.28,5
290,in eleifend quam a,ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit,45.84,6
291,ante vivamus tortor duis mattis,metus aenean fermentum donec ut mauris eget massa tempor convallis nulla,17.15,4
292,sit amet consectetuer adipiscing,tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim,71.47,2
293,pretium quis lectus,vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla,24.13,4
294,est lacinia nisi venenatis tristique,vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero,66.79,9
295,ut suscipit a,mattis egestas metus aenean,34.47,9
296,leo odio condimentum id luctus,nisi volutpat eleifend,44.37,10
297,massa volutpat convallis,purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor,91.81,9
298,quis justo maecenas rhoncus,sed,5.26,1
299,in magna bibendum imperdiet,at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam,56.3,10
300,ut mauris eget massa,id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean,35.32,3
301,sollicitudin,ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula,32.51,4
302,lacus purus aliquet,lacus morbi quis tortor id nulla ultrices aliquet maecenas leo,57.02,1
303,sagittis sapien,risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis,59.54,1
304,ultrices posuere cubilia curae,nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat,78.2,10
305,vel pede morbi,viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac,38.56,2
306,justo,nunc proin at turpis a pede posuere nonummy integer non,56.21,2
307,nisl duis ac,bibendum imperdiet nullam orci,52.18,3
308,cubilia,aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum,26.75,5
309,convallis tortor risus,lacinia,58.42,8
310,ut odio cras mi,nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis,57.81,7
311,ac diam cras pellentesque volutpat,nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla,29.63,7
312,sagittis,ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus,12.42,4
313,nulla ac enim in tempor,habitasse,50.68,2
314,felis,leo odio porttitor,31.9,8
315,id massa,tincidunt eget tempus vel pede morbi porttitor lorem id,66.87,9
316,nascetur ridiculus mus,dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue,91.46,4
317,integer ac leo pellentesque,ipsum primis in faucibus orci luctus et,90.05,4
318,curabitur,pellentesque quisque porta volutpat erat,52.23,4
319,fusce consequat nulla nisl nunc,velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros,10.83,10
320,urna,viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor,26.98,5
321,nam congue risus,donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra,6.41,3
322,magna bibendum imperdiet nullam orci,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris,30.38,10
323,quis lectus,pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas,80.01,7
324,vestibulum velit,sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed,23.32,8
325,viverra pede ac diam,suscipit,27.38,3
326,pede libero quis,turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum,9.74,10
327,vulputate luctus cum,quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel,11.66,8
328,quis,penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis,15.79,9
329,augue quam sollicitudin vitae,eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis,68.14,2
330,phasellus in felis,pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea,2.77,5
331,volutpat eleifend,amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero,86.02,4
332,vitae quam,malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor,67.37,1
333,dapibus at diam nam,pede libero quis orci nullam molestie nibh in lectus,7.65,6
334,dui luctus rutrum nulla,quisque arcu libero rutrum ac lobortis vel,11.95,3
335,natoque,nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula,70.48,1
336,aenean sit amet justo,eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus,59.64,8
337,augue vestibulum,erat eros viverra eget congue eget,91.5,1
338,et,amet,78.18,10
339,lectus suspendisse potenti in eleifend,cursus vestibulum proin eu mi,8.71,2
340,vestibulum ac est,eleifend quam a odio in hac habitasse platea dictumst,54.99,3
341,et ultrices posuere,tortor duis mattis egestas,20.94,10
342,diam in magna bibendum imperdiet,rhoncus dui vel sem,70.72,6
343,aliquam quis turpis,orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum,59.32,5
344,justo,duis at velit eu est congue elementum in,16.09,5
345,eget nunc donec quis orci,donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi,21.89,1
346,venenatis,id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque,50.73,1
347,lectus pellentesque,diam nam,59.91,3
348,amet consectetuer,orci luctus et,31.1,6
349,maecenas ut massa,imperdiet nullam orci,83.65,8
350,eget congue eget semper rutrum,nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet,23.14,7
351,vel est donec odio,curabitur convallis duis,14.52,8
352,purus phasellus,nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit,55.27,4
353,ipsum integer a,metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis,27.93,1
354,feugiat non pretium quis lectus,risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante,37.53,1
355,vestibulum,primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien,50.86,6
356,sem duis aliquam,donec,38.13,10
357,nunc donec quis,donec diam neque vestibulum eget vulputate,81.68,8
358,aliquet,eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet,92.87,10
359,vivamus vestibulum sagittis sapien cum,primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat,45.69,7
360,nunc donec quis,parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum,52.15,2
361,pede morbi porttitor,lorem ipsum dolor sit amet consectetuer adipiscing,77.43,6
362,magnis dis parturient,cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat,22.06,1
363,in lacus curabitur at,donec posuere metus vitae ipsum aliquam non,93.1,10
364,sem sed sagittis nam congue,vel,65.7,8
365,varius ut blandit,id turpis integer aliquet massa id lobortis convallis tortor,66.63,2
366,massa donec dapibus,nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id,52.89,4
367,id massa id nisl venenatis,blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer,77.21,8
368,morbi quis tortor id nulla,vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget,47.93,6
369,in magna bibendum,porttitor,55.39,9
370,in magna,luctus nec molestie sed,29.39,1
371,ut,donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien,3.08,6
372,posuere nonummy integer non,maecenas leo odio condimentum,74.93,7
373,orci eget orci,magna bibendum imperdiet nullam orci pede venenatis non,19.1,6
374,lacinia,felis ut at dolor,10.57,2
375,erat volutpat in congue etiam,in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet,66.27,1
376,ipsum primis in faucibus,viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus,92.57,9
377,habitasse platea dictumst,vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in,22.32,6
378,sit amet,ante ipsum primis in faucibus orci luctus et ultrices,63.88,8
379,nisl venenatis lacinia,sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi,18.12,1
380,cubilia curae duis faucibus accumsan,sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed,41.23,3
381,in quis justo,fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc,60.11,7
382,suspendisse potenti in eleifend,elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget,87.36,6
383,eget orci vehicula condimentum,aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel,73.67,6
384,at velit vivamus vel,convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris,90.98,10
385,morbi odio,sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse,2.37,2
386,id ligula suspendisse,primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo,54.85,4
387,lobortis sapien sapien,ac est,28.14,7
388,libero nullam,quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis,13.53,1
389,mus vivamus vestibulum,lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo,41.19,1
390,nibh in hac habitasse,dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis,86.17,10
391,neque,id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci,49.57,8
392,sapien varius,odio odio elementum eu interdum eu tincidunt,30.39,2
393,vestibulum quam,a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor,58.25,8
394,integer pede justo lacinia eget,augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo,93.18,5
395,tristique tortor eu pede,ultrices mattis odio,24.33,10
396,sit amet justo,odio elementum eu,98.78,4
397,luctus et,amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit,71.33,7
398,lorem,turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit,7.32,2
399,venenatis lacinia aenean sit,est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est,87.16,3
400,tortor risus,tristique in tempus sit amet sem,84.68,10
401,id sapien in sapien iaculis,id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus,36.74,7
402,primis in faucibus orci,dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel,32.02,9
403,integer tincidunt ante vel,libero ut massa,20.33,7
404,in,quis odio consequat varius integer ac leo pellentesque ultrices,92.2,1
405,luctus nec,ut at dolor quis,25.64,5
406,montes,duis,55.9,3
407,aenean lectus pellentesque eget,quis libero nullam,52.66,7
408,pede,nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus,53.48,10
409,vitae nisl aenean,posuere,45.8,6
410,justo eu massa donec dapibus,enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non,17.62,1
411,donec ut mauris eget massa,pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est,52.55,2
412,dapibus augue vel accumsan,mattis egestas metus aenean fermentum donec ut mauris eget massa tempor,86.52,2
413,sollicitudin vitae consectetuer eget rutrum,eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante,70.65,7
414,diam id ornare,lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in,30.49,6
415,non,sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl,28.71,6
416,leo odio porttitor id consequat,velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat,83.39,6
417,in hac habitasse platea dictumst,integer ac leo,7.42,10
418,mattis,sociis natoque penatibus et magnis dis parturient montes nascetur,53.35,3
419,nisi volutpat eleifend donec ut,id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam,15.14,6
420,mus,diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris,21.94,1
421,convallis,diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat,88.72,8
422,nisi nam,varius nulla facilisi cras non velit nec nisi vulputate,41.25,3
423,amet erat,lacinia sapien quis libero nullam sit,26.28,9
424,nisi nam ultrices libero non,vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus,75.73,2
425,lectus in est risus auctor,lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque,77.99,4
426,erat vestibulum,at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus,38.83,7
427,praesent blandit nam nulla,nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in,64.76,8
428,pellentesque volutpat,nunc,23.18,6
429,dui proin leo odio porttitor,sapien non mi integer ac neque,56.89,7
430,arcu sed augue aliquam erat,platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia,44.84,5
431,tempor convallis nulla neque libero,pellentesque at nulla suspendisse potenti cras in purus eu,81.52,8
432,odio curabitur convallis,cubilia curae nulla dapibus dolor vel est,88.05,10
433,consectetuer eget rutrum at,amet nunc viverra,69.35,5
434,eros,elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros,57.04,6
435,ac tellus semper,vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia,4.78,1
436,ipsum primis in,nibh ligula nec sem duis aliquam convallis nunc proin at,77.17,6
437,vestibulum proin eu mi,tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi,2.07,8
438,eu orci mauris,duis mattis egestas metus,76.6,1
439,nec condimentum neque,sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,52.69,10
440,in quis justo,tristique fusce congue diam id,36.9,1
441,dui proin leo,nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit,29.6,4
442,felis fusce posuere felis,nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat,93.69,9
443,purus aliquet,a feugiat et eros vestibulum ac est lacinia nisi venenatis,73.23,9
444,at,laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus,89.42,7
445,felis fusce posuere felis,augue vestibulum,47.39,2
446,molestie lorem,justo eu massa donec dapibus duis at velit eu est congue,83.43,5
447,nulla integer,tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo,24.39,2
448,tortor id,aliquam erat volutpat in congue etiam justo etiam,67.98,8
449,sem,venenatis non sodales sed tincidunt eu felis fusce posuere felis,82.6,8
450,odio elementum eu,justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum,9.18,1
451,quisque arcu libero rutrum,luctus et ultrices posuere cubilia curae nulla dapibus,60.85,4
452,nullam orci pede,potenti cras in purus eu,2.2,6
453,dapibus nulla suscipit,at nulla suspendisse potenti cras in purus,21.31,7
454,justo,mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing,53.95,2
455,hac habitasse,a pede posuere,58.39,2
456,eget massa tempor convallis nulla,dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio,13.98,7
457,est,turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit,45.85,2
458,libero non mattis pulvinar,curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend,5.01,4
459,nibh,vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis,18.78,6
460,erat vestibulum,turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec,37.3,6
461,ipsum primis in,vestibulum ante ipsum primis in faucibus orci,65.97,4
462,odio,magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus,12.56,1
463,et commodo,enim,33.5,4
464,cras mi pede,turpis enim,7.36,4
465,vitae,ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non,11.25,10
466,ligula,leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat,81.48,7
467,hendrerit at vulputate vitae,nulla elit ac,65.24,6
468,mauris laoreet,semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed,30.09,1
469,hac habitasse platea dictumst maecenas,quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis,28.54,10
470,iaculis diam erat fermentum justo,ipsum primis in faucibus orci,8.05,5
471,enim in tempor turpis nec,a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare,18.95,4
472,justo etiam pretium,nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula,16.44,1
473,pulvinar lobortis est phasellus sit,urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea,1.52,6
474,metus vitae,orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien,34.57,9
475,libero nullam,morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing,5.62,2
476,dolor sit amet consectetuer adipiscing,enim blandit mi in porttitor pede justo eu,32.58,1
477,nulla tempus vivamus,id nulla ultrices aliquet maecenas leo odio condimentum id,56.47,2
478,nisl aenean lectus pellentesque,tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque,64.94,8
479,vel dapibus at diam,tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac,20.38,10
480,in sapien iaculis,volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse,35.66,3
481,vulputate nonummy maecenas tincidunt lacus,vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris,23.19,1
482,amet,lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum,43.77,8
483,ipsum primis in faucibus,interdum eu tincidunt in leo,40.72,4
484,turpis,morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam,27.08,10
485,consectetuer adipiscing elit,quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit,11.3,10
486,quam sollicitudin,gravida sem praesent id massa id nisl venenatis,63.42,2
487,rutrum,sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi,69.73,7
488,erat eros viverra eget,vivamus tortor duis mattis egestas,63.49,10
489,id massa id nisl,vitae consectetuer eget rutrum at lorem,31.31,9
490,tortor duis mattis,elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu,67.27,9
491,tortor sollicitudin mi sit,mauris,24.55,6
492,porttitor,nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum,9.25,2
493,tempor,mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis,92.25,8
494,nulla,ut massa quis augue luctus tincidunt nulla mollis,83.28,8
495,eu orci mauris lacinia,blandit,37.28,6
496,curabitur convallis,ac est lacinia nisi venenatis tristique fusce congue diam,13.44,10
497,amet,eu sapien cursus vestibulum proin eu mi nulla ac enim in,50.33,8
498,consequat,nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla,77.68,8
499,odio curabitur convallis duis,sit amet justo morbi ut odio cras mi pede malesuada in,64.64,9
500,orci,imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in,28.01,4
501,dolor sit amet consectetuer,bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at,56.29,10
502,sapien cursus vestibulum,tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat,42.91,2
503,ridiculus mus vivamus vestibulum,at velit,94.77,6
504,a,sapien dignissim vestibulum vestibulum ante ipsum primis in,98.09,8
505,elementum pellentesque quisque porta volutpat,cras pellentesque volutpat dui maecenas,10.54,7
506,sapien dignissim vestibulum,vitae nisl aenean lectus pellentesque eget nunc donec,26.3,4
507,phasellus in felis donec,nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus,52.06,6
508,parturient montes nascetur ridiculus mus,blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur,5.86,3
509,faucibus cursus urna,sit amet lobortis sapien sapien,6.2,4
510,justo sollicitudin,turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci,66.72,4
511,odio,odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede,25.54,2
512,vel dapibus at,amet turpis,52.08,2
513,dui vel sem sed,dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis,6.23,7
514,metus,primis in faucibus orci luctus et ultrices posuere cubilia curae,63.76,9
515,vestibulum ante ipsum primis,ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan,58.12,8
516,in leo,odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae,40.4,3
517,eu,suscipit nulla elit ac,88.08,1
518,mi pede,eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in,83.84,1
519,cubilia curae,in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit,47.62,9
520,suscipit ligula in,pede,22.53,1
521,mi nulla,faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam,34.15,7
522,est donec odio,lacinia sapien quis,58.0,8
523,magna ac consequat,in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices,55.84,1
